transaction_id,date,amount,currency,category,counterparty,account,description,type
TXN-10517,2024-01-16,-68.14,EUR,Groceries,Carrefour,Credit-003,Groceries - Lidl,expense
TXN-10514,2024-01-16,-101.94,EUR,Groceries,Whole Foods,Savings-002,Groceries - Aldi,expense
TXN-10520,2024-01-17,-6.4,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Sushi Bar,expense
TXN-10537,2024-01-17,-18.64,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - Netflix,expense
TXN-10518,2024-01-17,-87.87,EUR,Groceries,Lidl,Credit-003,Groceries - Lidl,expense
TXN-10534,2024-01-19,-40.43,EUR,Transport,BP,Checking-001,Transport - Shell,expense
TXN-10530,2024-01-19,-37.25,EUR,Transport,Uber,Credit-003,Transport - Uber,expense
TXN-10527,2024-01-21,-31.94,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10521,2024-01-22,-67.14,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Sushi Bar,expense
TXN-10533,2024-01-22,-54.9,EUR,Transport,Shell,Checking-001,Transport - City Transit,expense
TXN-10542,2024-01-22,-67.21,EUR,Entertainment,Streaming Extra,Savings-002,Entertainment - Cinema,expense
TXN-10543,2024-01-23,-71.24,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Concert Hall,expense
TXN-10529,2024-01-23,-38.82,EUR,Transport,BP,Savings-002,Transport - Shell,expense
TXN-10544,2024-01-23,-38.67,EUR,Entertainment,Cinema,Credit-003,Entertainment - Concert Hall,expense
TXN-10515,2024-01-24,-81.27,EUR,Groceries,Aldi,Savings-002,Groceries - Tesco,expense
TXN-10516,2024-01-24,-104.56,EUR,Groceries,Tesco,Checking-001,Groceries - Carrefour,expense
TXN-10546,2024-01-25,-184.86,EUR,Shopping,Zara,Checking-001,Shopping - Zara,expense
TXN-10519,2024-01-25,-225.12,EUR,Groceries,Tesco,Checking-001,Groceries - Tesco,expense
TXN-10539,2024-01-25,-30.65,EUR,Subscriptions,AWS,Savings-002,Subscriptions - Adobe,expense
TXN-10523,2024-01-26,-98.19,EUR,Dining,Cafe Central,Checking-001,Dining - Restaurant XYZ,expense
TXN-10549,2024-02-01,4852.94,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - TechStart GmbH,income
TXN-10550,2024-02-01,4359.13,EUR,Salary,Acme Corp Payroll,Credit-003,Salary - Acme Corp Payroll,income
TXN-10589,2024-02-01,-118.7,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10552,2024-02-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10580,2024-02-01,-27.35,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - Spotify,expense
TXN-10577,2024-02-01,-209.35,EUR,Utilities,Water Utility,Savings-002,Utilities - Electric Co,expense
TXN-10571,2024-02-02,-37.76,EUR,Transport,BP,Savings-002,Transport - BP,expense
TXN-10564,2024-02-03,-40.45,EUR,Transport,BP,Credit-003,Transport - BP,expense
TXN-10588,2024-02-04,-96.98,EUR,Shopping,IKEA,Credit-003,Shopping - MediaMarkt,expense
TXN-10570,2024-02-04,-32.44,EUR,Transport,Shell,Checking-001,Transport - Train Co,expense
TXN-10572,2024-02-04,-104.78,EUR,Transport,Train Co,Credit-003,Transport - Train Co,expense
TXN-10565,2024-02-05,-35.85,EUR,Transport,City Transit,Savings-002,Transport - City Transit,expense
TXN-10575,2024-02-05,-46.67,EUR,Transport,Uber,Savings-002,Transport - Uber,expense
TXN-10583,2024-02-06,-30.52,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Cinema,expense
TXN-10586,2024-02-09,-373.72,EUR,Travel,Airbnb,Credit-003,Travel - Airbnb,expense
TXN-10576,2024-02-10,-32.06,EUR,Transport,Uber,Checking-001,Transport - City Transit,expense
TXN-10556,2024-02-10,-262.4,EUR,Groceries,Carrefour,Savings-002,Groceries - Whole Foods,expense
TXN-10582,2024-02-11,-77.2,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10579,2024-02-11,-21.41,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - Netflix,expense
TXN-10558,2024-02-11,-98.62,EUR,Groceries,Tesco,Savings-002,Groceries - Whole Foods,expense
TXN-10578,2024-02-12,-14.97,EUR,Subscriptions,GitHub,Credit-003,Subscriptions - GitHub,expense
TXN-10554,2024-02-12,-137.05,EUR,Groceries,Tesco,Credit-003,Groceries - Aldi,expense
TXN-10574,2024-02-12,-43.1,EUR,Transport,Train Co,Credit-003,Transport - Train Co,expense
TXN-10590,2024-02-12,-534.8,EUR,Investment,Crypto Exchange,Credit-003,Investment - Brokerage Account,expense
TXN-10559,2024-02-13,-37.02,EUR,Dining,Pizza Place,Credit-003,Dining - Sushi Bar,expense
TXN-10585,2024-02-14,-29.57,EUR,Entertainment,Streaming Extra,Checking-001,Entertainment - Cinema,expense
TXN-10553,2024-02-14,-41.13,EUR,Groceries,Whole Foods,Savings-002,Groceries - Lidl,expense
TXN-10557,2024-02-15,-87.42,EUR,Groceries,Carrefour,Checking-001,Groceries - Whole Foods,expense
TXN-10573,2024-02-18,-29.79,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-10587,2024-02-18,-71.6,EUR,Shopping,MediaMarkt,Checking-001,Shopping - IKEA,expense
TXN-10560,2024-02-19,-45.75,EUR,Dining,Pizza Place,Savings-002,Dining - Pizza Place,expense
TXN-10562,2024-02-19,-42.72,EUR,Dining,Cafe Central,Credit-003,Dining - Restaurant XYZ,expense
TXN-10551,2024-02-19,636.62,EUR,Freelance,Toptal,Checking-001,Freelance - Client B,income
TXN-10567,2024-02-20,-60.65,EUR,Transport,BP,Credit-003,Transport - Train Co,expense
TXN-10555,2024-02-20,-42.59,EUR,Groceries,Aldi,Checking-001,Groceries - Tesco,expense
TXN-10569,2024-02-23,-23.85,EUR,Transport,Train Co,Credit-003,Transport - Uber,expense
TXN-10566,2024-02-23,-30.38,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-10563,2024-02-24,-41.99,EUR,Dining,Cafe Central,Savings-002,Dining - Pizza Place,expense
TXN-10581,2024-02-24,-22.37,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - Spotify,expense
TXN-10584,2024-02-24,-10.04,EUR,Entertainment,Cinema,Savings-002,Entertainment - Streaming Extra,expense
TXN-10561,2024-02-27,-22.93,EUR,Dining,Pizza Place,Checking-001,Dining - Cafe Central,expense
TXN-10568,2024-02-28,-55.22,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10632,2024-03-01,-1606.18,EUR,Investment,Brokerage Account,Savings-002,Investment - Brokerage Account,expense
TXN-10591,2024-03-01,4539.71,EUR,Salary,TechStart GmbH,Credit-003,Salary - Acme Corp Payroll,income
TXN-10631,2024-03-01,-107.77,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10593,2024-03-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10618,2024-03-01,-182.23,EUR,Utilities,Gas Provider,Savings-002,Utilities - Water Utility,expense
TXN-10598,2024-03-01,-106.46,EUR,Groceries,Tesco,Savings-002,Groceries - Carrefour,expense
TXN-10601,2024-03-03,-81.95,EUR,Groceries,Tesco,Savings-002,Groceries - Lidl,expense
TXN-10595,2024-03-06,-19.19,EUR,Groceries,Carrefour,Credit-003,Groceries - Tesco,expense
TXN-10627,2024-03-06,-358.69,EUR,Travel,Booking.com,Checking-001,Travel - Booking.com,expense
TXN-10626,2024-03-07,-105.8,EUR,Entertainment,Cinema,Credit-003,Entertainment - Concert Hall,expense
TXN-10615,2024-03-08,-58.55,EUR,Transport,Shell,Checking-001,Transport - BP,expense
TXN-10622,2024-03-09,-23.1,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - AWS,expense
TXN-10614,2024-03-09,-25.67,EUR,Transport,City Transit,Credit-003,Transport - City Transit,expense
TXN-10628,2024-03-09,-285.56,EUR,Travel,Airline,Checking-001,Travel - Hotel Group,expense
TXN-10606,2024-03-10,-45.7,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Pizza Place,expense
TXN-10597,2024-03-11,-80.38,EUR,Groceries,Carrefour,Checking-001,Groceries - Whole Foods,expense
TXN-10619,2024-03-11,-21.9,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - GitHub,expense
TXN-10621,2024-03-13,-31.68,EUR,Subscriptions,GitHub,Checking-001,Subscriptions - GitHub,expense
TXN-10617,2024-03-13,-38.71,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10594,2024-03-14,-108.73,EUR,Groceries,Carrefour,Savings-002,Groceries - Aldi,expense
TXN-10600,2024-03-14,-99.39,EUR,Groceries,Aldi,Savings-002,Groceries - Tesco,expense
TXN-10616,2024-03-16,-45.91,EUR,Transport,Shell,Credit-003,Transport - BP,expense
TXN-10599,2024-03-17,-67.49,EUR,Groceries,Aldi,Credit-003,Groceries - Aldi,expense
TXN-10611,2024-03-18,-43.44,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10596,2024-03-18,-72.67,EUR,Groceries,Whole Foods,Checking-001,Groceries - Tesco,expense
TXN-10602,2024-03-18,-6.2,EUR,Dining,Sushi Bar,Credit-003,Dining - Sushi Bar,expense
TXN-10603,2024-03-18,-46.92,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Pizza Place,expense
TXN-10605,2024-03-18,-59.06,EUR,Dining,Sushi Bar,Checking-001,Dining - Cafe Central,expense
TXN-10604,2024-03-18,-22.01,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Sushi Bar,expense
TXN-10623,2024-03-19,-59.47,EUR,Healthcare,Pharmacy Plus,Savings-002,Healthcare - Dental Care,expense
TXN-10609,2024-03-21,-7.81,EUR,Transport,Train Co,Checking-001,Transport - City Transit,expense
TXN-10620,2024-03-21,-24.11,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - AWS,expense
TXN-10613,2024-03-22,-20.41,EUR,Transport,City Transit,Savings-002,Transport - Uber,expense
TXN-10592,2024-03-22,830.71,EUR,Freelance,Client A,Checking-001,Freelance - Upwork,income
TXN-10630,2024-03-23,-103.71,EUR,Shopping,Zara,Savings-002,Shopping - Amazon,expense
TXN-10612,2024-03-23,-25.51,EUR,Transport,Train Co,Savings-002,Transport - Train Co,expense
TXN-10629,2024-03-24,-107.54,EUR,Shopping,Zara,Savings-002,Shopping - Amazon,expense
TXN-10624,2024-03-25,-112.69,EUR,Healthcare,City Clinic,Credit-003,Healthcare - Pharmacy Plus,expense
TXN-10608,2024-03-26,-44.4,EUR,Transport,Shell,Credit-003,Transport - Train Co,expense
TXN-10607,2024-03-27,-8.44,EUR,Transport,Uber,Checking-001,Transport - City Transit,expense
TXN-10610,2024-03-27,-24.38,EUR,Transport,Uber,Credit-003,Transport - Shell,expense
TXN-10625,2024-03-28,-41.01,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Concert Hall,expense
TXN-10663,2024-04-01,-211.53,EUR,Utilities,Water Utility,Credit-003,Utilities - Gas Provider,expense
TXN-10649,2024-04-01,-44.06,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Cafe Central,expense
TXN-10636,2024-04-01,-1400.0,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10673,2024-04-01,-90.08,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10633,2024-04-01,4636.3,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - Acme Corp Payroll,income
TXN-10634,2024-04-01,4218.97,EUR,Salary,Acme Corp Payroll,Checking-001,Salary - TechStart GmbH,income
TXN-10650,2024-04-02,-20.54,EUR,Dining,Sushi Bar,Credit-003,Dining - Pizza Place,expense
TXN-10657,2024-04-03,-61.38,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10652,2024-04-03,-42.65,EUR,Transport,Train Co,Credit-003,Transport - City Transit,expense
TXN-10639,2024-04-04,-81.63,EUR,Groceries,Lidl,Credit-003,Groceries - Aldi,expense
TXN-10661,2024-04-05,-47.07,EUR,Transport,Shell,Credit-003,Transport - Uber,expense
TXN-10637,2024-04-06,-53.05,EUR,Groceries,Tesco,Credit-003,Groceries - Tesco,expense
TXN-10668,2024-04-08,-98.29,EUR,Healthcare,Pharmacy Plus,Savings-002,Healthcare - City Clinic,expense
TXN-10667,2024-04-08,-29.99,EUR,Subscriptions,Netflix,Checking-001,Subscriptions - Netflix,expense
TXN-10646,2024-04-08,-71.99,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Restaurant XYZ,expense
TXN-10641,2024-04-09,-133.24,EUR,Groceries,Tesco,Credit-003,Groceries - Carrefour,expense
TXN-10653,2024-04-09,-72.27,EUR,Transport,Uber,Credit-003,Transport - City Transit,expense
TXN-10671,2024-04-11,-449.58,EUR,Travel,Airbnb,Credit-003,Travel - Booking.com,expense
TXN-10660,2024-04-12,-39.51,EUR,Transport,Shell,Checking-001,Transport - Shell,expense
TXN-10635,2024-04-12,1400.41,EUR,Freelance,Client B,Savings-002,Freelance - Client B,income
TXN-10648,2024-04-12,-30.73,EUR,Dining,Cafe Central,Savings-002,Dining - Restaurant XYZ,expense
TXN-10647,2024-04-12,-33.29,EUR,Dining,Cafe Central,Savings-002,Dining - Sushi Bar,expense
TXN-10640,2024-04-12,-74.69,EUR,Groceries,Whole Foods,Checking-001,Groceries - Tesco,expense
TXN-10638,2024-04-14,-91.53,EUR,Groceries,Aldi,Checking-001,Groceries - Lidl,expense
TXN-10670,2024-04-14,-9.29,EUR,Entertainment,Cinema,Savings-002,Entertainment - Streaming Extra,expense
TXN-10664,2024-04-16,-25.17,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - GitHub,expense
TXN-10651,2024-04-17,-45.25,EUR,Transport,BP,Credit-003,Transport - BP,expense
TXN-10658,2024-04-20,-48.09,EUR,Transport,City Transit,Checking-001,Transport - Uber,expense
TXN-10644,2024-04-20,-63.31,EUR,Groceries,Aldi,Savings-002,Groceries - Lidl,expense
TXN-10642,2024-04-20,-101.26,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10655,2024-04-21,-30.29,EUR,Transport,Uber,Savings-002,Transport - BP,expense
TXN-10672,2024-04-22,-110.01,EUR,Shopping,Zara,Checking-001,Shopping - Amazon,expense
TXN-10659,2024-04-23,-23.1,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10656,2024-04-24,-60.23,EUR,Transport,City Transit,Checking-001,Transport - City Transit,expense
TXN-10674,2024-04-25,-551.75,EUR,Investment,Crypto Exchange,Checking-001,Investment - Crypto Exchange,expense
TXN-10666,2024-04-25,-17.25,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Netflix,expense
TXN-10662,2024-04-25,-50.09,EUR,Transport,Shell,Savings-002,Transport - Shell,expense
TXN-10645,2024-04-26,-39.34,EUR,Dining,Sushi Bar,Savings-002,Dining - Restaurant XYZ,expense
TXN-10654,2024-04-26,-21.2,EUR,Transport,Shell,Savings-002,Transport - Train Co,expense
TXN-10669,2024-04-28,-84.77,EUR,Entertainment,Streaming Extra,Credit-003,Entertainment - Streaming Extra,expense
TXN-10665,2024-04-28,-23.83,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - Adobe,expense
TXN-10643,2024-04-28,-58.91,EUR,Groceries,Whole Foods,Checking-001,Groceries - Carrefour,expense
TXN-10675,2024-05-01,12708.5,EUR,Salary,TechStart GmbH,Credit-003,Salary - Acme Corp Payroll,income
TXN-10701,2024-05-01,-195.93,EUR,Utilities,Water Utility,Credit-003,Utilities - Water Utility,expense
TXN-10677,2024-05-01,-1400.0,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10695,2024-05-01,-8.08,EUR,Transport,City Transit,Checking-001,Transport - City Transit,expense
TXN-10713,2024-05-01,-103.34,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10692,2024-05-02,-55.69,EUR,Transport,Shell,Checking-001,Transport - Uber,expense
TXN-10705,2024-05-02,-107.96,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10684,2024-05-03,-100.32,EUR,Groceries,Lidl,Savings-002,Groceries - Tesco,expense
TXN-10687,2024-05-05,-38.31,EUR,Dining,Sushi Bar,Savings-002,Dining - Pizza Place,expense
TXN-10681,2024-05-05,-122.89,EUR,Groceries,Lidl,Checking-001,Groceries - Tesco,expense
TXN-10703,2024-05-05,-15.77,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Spotify,expense
TXN-10702,2024-05-07,-21.59,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - GitHub,expense
TXN-10706,2024-05-07,-69.72,EUR,Healthcare,Dental Care,Checking-001,Healthcare - Dental Care,expense
TXN-10698,2024-05-07,-35.25,EUR,Transport,BP,Checking-001,Transport - Uber,expense
TXN-10712,2024-05-08,-142.22,EUR,Shopping,MediaMarkt,Credit-003,Shopping - Amazon,expense
TXN-10685,2024-05-08,-94.69,EUR,Groceries,Whole Foods,Savings-002,Groceries - Whole Foods,expense
TXN-10694,2024-05-08,-35.5,EUR,Transport,Uber,Checking-001,Transport - Uber,expense
TXN-10686,2024-05-09,-39.28,EUR,Dining,Cafe Central,Checking-001,Dining - Restaurant XYZ,expense
TXN-10697,2024-05-09,-31.64,EUR,Transport,Uber,Checking-001,Transport - Uber,expense
TXN-10689,2024-05-10,-4.8,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Cafe Central,expense
TXN-10710,2024-05-11,-447.38,EUR,Travel,Airbnb,Savings-002,Travel - Airbnb,expense
TXN-10714,2024-05-12,-480.89,EUR,Investment,Brokerage Account,Checking-001,Investment - Brokerage Account,expense
TXN-10693,2024-05-13,-45.96,EUR,Transport,Train Co,Credit-003,Transport - Train Co,expense
TXN-10688,2024-05-14,-31.83,EUR,Dining,Pizza Place,Checking-001,Dining - Sushi Bar,expense
TXN-10700,2024-05-15,-2.9,EUR,Transport,Train Co,Savings-002,Transport - BP,expense
TXN-10676,2024-05-15,1768.2,EUR,Freelance,Toptal,Checking-001,Freelance - Client B,income
TXN-10711,2024-05-16,-91.17,EUR,Shopping,Zara,Checking-001,Shopping - Amazon,expense
TXN-10708,2024-05-16,-44.93,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Streaming Extra,expense
TXN-10680,2024-05-17,-79.93,EUR,Groceries,Aldi,Savings-002,Groceries - Lidl,expense
TXN-10709,2024-05-17,-34.28,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Cinema,expense
TXN-10707,2024-05-18,-38.55,EUR,Entertainment,Concert Hall,Credit-003,Entertainment - Concert Hall,expense
TXN-10683,2024-05-19,-40.1,EUR,Groceries,Tesco,Credit-003,Groceries - Aldi,expense
TXN-10715,2024-05-19,-495.36,EUR,Investment,Crypto Exchange,Credit-003,Investment - Brokerage Account,expense
TXN-10704,2024-05-21,-22.08,EUR,Subscriptions,GitHub,Credit-003,Subscriptions - GitHub,expense
TXN-10678,2024-05-21,-98.81,EUR,Groceries,Lidl,Savings-002,Groceries - Lidl,expense
TXN-10691,2024-05-23,-46.97,EUR,Transport,Shell,Savings-002,Transport - Train Co,expense
TXN-10679,2024-05-25,-69.18,EUR,Groceries,Whole Foods,Checking-001,Groceries - Tesco,expense
TXN-10690,2024-05-26,-48.54,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Pizza Place,expense
TXN-10696,2024-05-27,-42.76,EUR,Transport,Uber,Credit-003,Transport - Train Co,expense
TXN-10699,2024-05-28,-17.17,EUR,Transport,Shell,Checking-001,Transport - Uber,expense
TXN-10682,2024-05-28,-46.31,EUR,Groceries,Whole Foods,Savings-002,Groceries - Lidl,expense
TXN-10746,2024-06-01,-225.77,EUR,Utilities,Electric Co,Checking-001,Utilities - Water Utility,expense
TXN-10759,2024-06-01,-87.91,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10720,2024-06-01,-6070.11,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10758,2024-06-01,-93.03,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10760,2024-06-01,-95.9,EUR,Insurance,SafeLife Insurance,Checking-001,Insurance - SafeLife Insurance,expense
TXN-10716,2024-06-01,4629.1,EUR,Salary,TechStart GmbH,Credit-003,Salary - Acme Corp Payroll,income
TXN-10718,2024-06-01,-1400.0,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10738,2024-06-03,-50.32,EUR,Transport,Uber,Savings-002,Transport - Uber,expense
TXN-10750,2024-06-03,-26.21,EUR,Subscriptions,Netflix,Savings-002,Subscriptions - GitHub,expense
TXN-10749,2024-06-04,-23.78,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - Adobe,expense
TXN-10722,2024-06-05,-58.16,EUR,Groceries,Tesco,Checking-001,Groceries - Carrefour,expense
TXN-10730,2024-06-06,-13.69,EUR,Dining,Cafe Central,Credit-003,Dining - Restaurant XYZ,expense
TXN-10725,2024-06-06,-102.5,EUR,Groceries,Aldi,Credit-003,Groceries - Aldi,expense
TXN-10740,2024-06-06,-31.34,EUR,Transport,City Transit,Credit-003,Transport - Uber,expense
TXN-10761,2024-06-07,-355.99,EUR,Investment,Brokerage Account,Checking-001,Investment - Crypto Exchange,expense
TXN-10754,2024-06-08,-31.48,EUR,Entertainment,Streaming Extra,Checking-001,Entertainment - Cinema,expense
TXN-10728,2024-06-10,-98.97,EUR,Groceries,Whole Foods,Checking-001,Groceries - Tesco,expense
TXN-10732,2024-06-11,-56.1,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Pizza Place,expense
TXN-10744,2024-06-11,-25.25,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10739,2024-06-11,-24.37,EUR,Transport,Uber,Checking-001,Transport - Shell,expense
TXN-10736,2024-06-12,-28.4,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10752,2024-06-13,-57.77,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Cinema,expense
TXN-10748,2024-06-14,-25.23,EUR,Subscriptions,AWS,Savings-002,Subscriptions - Spotify,expense
TXN-10756,2024-06-14,-99.44,EUR,Shopping,Zara,Credit-003,Shopping - Amazon,expense
TXN-10735,2024-06-14,-67.98,EUR,Transport,BP,Savings-002,Transport - BP,expense
TXN-10733,2024-06-15,-21.54,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Pizza Place,expense
TXN-10753,2024-06-15,-66.88,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Concert Hall,expense
TXN-10731,2024-06-16,-46.32,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Pizza Place,expense
TXN-10751,2024-06-16,-72.4,EUR,Healthcare,Dental Care,Savings-002,Healthcare - City Clinic,expense
TXN-10741,2024-06-18,-43.46,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10717,2024-06-19,2065.3,EUR,Freelance,Toptal,Credit-003,Freelance - Upwork,income
TXN-10724,2024-06-19,-81.68,EUR,Groceries,Whole Foods,Savings-002,Groceries - Tesco,expense
TXN-10742,2024-06-20,-54.2,EUR,Transport,Uber,Savings-002,Transport - City Transit,expense
TXN-10743,2024-06-20,-21.91,EUR,Transport,City Transit,Checking-001,Transport - Uber,expense
TXN-10737,2024-06-21,-42.53,EUR,Transport,City Transit,Checking-001,Transport - BP,expense
TXN-10726,2024-06-21,-55.12,EUR,Groceries,Carrefour,Credit-003,Groceries - Carrefour,expense
TXN-10729,2024-06-23,-37.46,EUR,Dining,Sushi Bar,Credit-003,Dining - Restaurant XYZ,expense
TXN-10745,2024-06-24,-36.49,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-10755,2024-06-25,-401.45,EUR,Travel,Airbnb,Checking-001,Travel - Booking.com,expense
TXN-10721,2024-06-26,-80.15,EUR,Groceries,Whole Foods,Checking-001,Groceries - Lidl,expense
TXN-10727,2024-06-26,-123.08,EUR,Groceries,Carrefour,Checking-001,Groceries - Aldi,expense
TXN-10734,2024-06-26,-73.96,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Sushi Bar,expense
TXN-10747,2024-06-27,-28.46,EUR,Subscriptions,Netflix,Savings-002,Subscriptions - Netflix,expense
TXN-10757,2024-06-27,-92.59,EUR,Shopping,IKEA,Credit-003,Shopping - IKEA,expense
TXN-10723,2024-06-28,-110.66,EUR,Groceries,Lidl,Savings-002,Groceries - Aldi,expense
TXN-10804,2024-07-01,-77.64,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10792,2024-07-01,-126.07,EUR,Utilities,Water Utility,Credit-003,Utilities - Gas Provider,expense
TXN-10805,2024-07-01,-93.02,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10764,2024-07-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10762,2024-07-01,4364.72,EUR,Salary,TechStart GmbH,Checking-001,Salary - Acme Corp Payroll,income
TXN-10782,2024-07-02,-1.03,EUR,Transport,Shell,Credit-003,Transport - City Transit,expense
TXN-10772,2024-07-02,-23.19,EUR,Groceries,Whole Foods,Credit-003,Groceries - Tesco,expense
TXN-10773,2024-07-02,-97.4,EUR,Groceries,Whole Foods,Savings-002,Groceries - Lidl,expense
TXN-10768,2024-07-04,-91.92,EUR,Groceries,Lidl,Savings-002,Groceries - Carrefour,expense
TXN-10767,2024-07-05,-60.11,EUR,Groceries,Carrefour,Credit-003,Groceries - Lidl,expense
TXN-10781,2024-07-06,-41.05,EUR,Transport,City Transit,Checking-001,Transport - City Transit,expense
TXN-10794,2024-07-07,-27.86,EUR,Subscriptions,AWS,Credit-003,Subscriptions - GitHub,expense
TXN-10802,2024-07-09,-113.13,EUR,Shopping,IKEA,Savings-002,Shopping - Amazon,expense
TXN-10783,2024-07-09,-35.34,EUR,Transport,BP,Credit-003,Transport - BP,expense
TXN-10799,2024-07-10,-49.26,EUR,Entertainment,Streaming Extra,Checking-001,Entertainment - Cinema,expense
TXN-10787,2024-07-10,-34.44,EUR,Transport,Uber,Checking-001,Transport - Train Co,expense
TXN-10806,2024-07-10,-603.16,EUR,Investment,Brokerage Account,Credit-003,Investment - Crypto Exchange,expense
TXN-10801,2024-07-11,-247.78,EUR,Travel,Airbnb,Credit-003,Travel - Hotel Group,expense
TXN-10769,2024-07-12,-85.63,EUR,Groceries,Whole Foods,Savings-002,Groceries - Aldi,expense
TXN-10771,2024-07-13,-102.2,EUR,Groceries,Carrefour,Credit-003,Groceries - Aldi,expense
TXN-10780,2024-07-13,-38.95,EUR,Transport,Train Co,Credit-003,Transport - Uber,expense
TXN-10793,2024-07-14,-21.8,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - Adobe,expense
TXN-10785,2024-07-16,-8.28,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10765,2024-07-17,-70.88,EUR,Groceries,Lidl,Credit-003,Groceries - Carrefour,expense
TXN-10779,2024-07-17,-43.57,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10786,2024-07-18,-48.14,EUR,Transport,City Transit,Savings-002,Transport - Uber,expense
TXN-10796,2024-07-18,-18.0,EUR,Subscriptions,AWS,Savings-002,Subscriptions - Adobe,expense
TXN-10766,2024-07-19,-100.87,EUR,Groceries,Aldi,Checking-001,Groceries - Aldi,expense
